IMPORTANTE,cod_universidad,des_universidad,anio,cod_pais_nacionalidad,des_pais_nacionalidad,cod_continente_nacionalidad,des_continente_nacionalidad,lat_pais_nacionalidad,lon_pais_nacionalidad,cod_agregacion_paises_nacionalidad,des_agregacion_paises_nacionalidad,des_genero,anio_nacimiento,des_tipo_personal_investigacion,des_modalidad_personal_investigacion,des_tipo_organismo,des_dedicacion,duracion_meses,des_titulo_doctorado,cod_pais_doctorado,des_pais_doctorado,lat_pais_doctorado,lon_pais_doctorado,cod_continente_doctorado,des_continente_doctorado,cod_agregacion_paises_doctorado,des_agregacion_paises_doctorado,cod_universidad_doctorado,des_universidad_doctorado,anio_lectura_tesis,anio_resolucion_convocatoria,anio_incorporacion,des_tipo_unidad_responsable,cod_unidad_responsable,des_unidad_responsable,cod_area,des_area
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,010,Universidad-Complutense-de-Madrid,2020,724,Espania,150,Europa,40.463667,-3.74922,039,Europa-meridional,Mujer,1995,Investigador-con-cargo-a-proyectos-de-investigacion-Art-83-y-a-grupos-de-investigacion,Otro-investigador-predoctoral-ya-sea-en-formacion-o-en-contratacion,Administracion-Autonomica,Dedicacion-a-Tiempo-Completo,10,No,,,,,,,,,,,,2020,2020,Departamento,55000697,Sanidad-Animal,,
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,010,Universidad-Complutense-de-Madrid,2020,724,Espania,150,Europa,40.463667,-3.74922,039,Europa-meridional,Mujer,1989,Investigador-de-convocatorias-publicas-competitivas-de-ambito-universitario-local-autonomico-estatal-o-internacional,Otro-investigador-predoctoral-ya-sea-en-formacion-o-en-contratacion,Universidad,Dedicacion-a-Tiempo-Completo,48,No,,,,,,,,,,,,2020,2020,Departamento,55004103,Inmunologia-Oftalmologia-y-Otorrinolaringologia,,
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,010,Universidad-Complutense-de-Madrid,2020,724,Espania,150,Europa,40.463667,-3.74922,039,Europa-meridional,Hombre,1994,Investigador-con-cargo-a-proyectos-de-investigacion-Art-83-y-a-grupos-de-investigacion,Otro-investigador-predoctoral-ya-sea-en-formacion-o-en-contratacion,Organismo-europeo,Dedicacion-a-Tiempo-Completo,36,Uno,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,010,Universidad-Complutense-de-Madrid,2011,2020,2020,Departamento,55000705,Ingenieria-de-Software-e-Inteligencia-Artificial,,
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,010,Universidad-Complutense-de-Madrid,2020,724,Espania,150,Europa,40.463667,-3.74922,039,Europa-meridional,Hombre,1996,Investigador-de-convocatorias-publicas-competitivas-de-ambito-universitario-local-autonomico-estatal-o-internacional,Otro-investigador-predoctoral-ya-sea-en-formacion-o-en-contratacion,Universidad,Dedicacion-a-Tiempo-Completo,48,No,,,,,,,,,,,,2020,2020,Departamento,,,,
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,010,Universidad-Complutense-de-Madrid,2020,724,Espania,150,Europa,40.463667,-3.74922,039,Europa-meridional,Mujer,1980,Personal-tecnico-de-apoyo-a-la-investigacion,Personal-tecnico-de-apoyo,Universidad,Dedicacion-a-Tiempo-Completo,12,Uno,,,,,,,,,,,,2020,2020,Departamento,55000569,Quimica-Fisica-I,755,Quimica-Fisica
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,010,Universidad-Complutense-de-Madrid,2020,724,Espania,150,Europa,40.463667,-3.74922,039,Europa-meridional,Mujer,1992,Investigador-de-convocatorias-publicas-competitivas-de-ambito-universitario-local-autonomico-estatal-o-internacional,Otro-investigador-predoctoral-ya-sea-en-formacion-o-en-contratacion,Universidad,Dedicacion-a-Tiempo-Completo,48,No,,,,,,,,,,,,2020,2016,Departamento,55004065,Fisica-Teorica,405,Fisica-Teorica
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,010,Universidad-Complutense-de-Madrid,2020,724,Espania,150,Europa,40.463667,-3.74922,039,Europa-meridional,Hombre,1994,Investigador-de-convocatorias-publicas-competitivas-de-ambito-universitario-local-autonomico-estatal-o-internacional,Formacion-de-personal-investigador-FPI,Administracion-Central,Dedicacion-a-Tiempo-Completo,48,No,,,,,,,,,,,,2020,2019,Departamento,55004120,Bioquimica-y-Biologia-Molecular,,
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,010,Universidad-Complutense-de-Madrid,2020,724,Espania,150,Europa,40.463667,-3.74922,039,Europa-meridional,Mujer,1991,Personal-tecnico-de-apoyo-a-la-investigacion,Personal-tecnico-de-apoyo,Universidad,Dedicacion-a-Tiempo-Parcial,12,Uno,,,,,,,,,,,,2020,2016,Departamento,55004119,Ingenieria-Quimica-y-de-Materiales,555,Ingenieria-Quimica
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,010,Universidad-Complutense-de-Madrid,2020,724,Espania,150,Europa,40.463667,-3.74922,039,Europa-meridional,Mujer,1987,Investigador-de-convocatorias-publicas-competitivas-de-ambito-universitario-local-autonomico-estatal-o-internacional,Ramon-y-Cajal,Administracion-Central,Dedicacion-a-Tiempo-Completo,60,No,,,,,,,,,,,,2020,2018,Departamento,55000558,Pintura,690,Pintura
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,010,Universidad-Complutense-de-Madrid,2020,724,Espania,150,Europa,40.463667,-3.74922,039,Europa-meridional,Mujer,1992,Investigador-con-cargo-a-proyectos-de-investigacion-Art-83-y-a-grupos-de-investigacion,Otro-investigador-predoctoral-ya-sea-en-formacion-o-en-contratacion,Administracion-Autonomica,Dedicacion-a-Tiempo-Completo,9,Uno,,,,,,,,,,,,2020,2009,Departamento,55000569,Quimica-Fisica-I,,
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,010,Universidad-Complutense-de-Madrid,2020,724,Espania,150,Europa,40.463667,-3.74922,039,Europa-meridional,Hombre,1994,Investigador-con-cargo-a-proyectos-de-investigacion-Art-83-y-a-grupos-de-investigacion,Otro-investigador-predoctoral-ya-sea-en-formacion-o-en-contratacion,Administracion-Autonomica,Dedicacion-a-Tiempo-Completo,10,No,,,,,,,,,,,,2020,2019,Departamento,55000697,Sanidad-Animal,,
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,010,Universidad-Complutense-de-Madrid,2020,724,Espania,150,Europa,40.463667,-3.74922,039,Europa-meridional,Hombre,1993,Investigador-con-cargo-a-proyectos-de-investigacion-Art-83-y-a-grupos-de-investigacion,Otro-investigador-predoctoral-ya-sea-en-formacion-o-en-contratacion,Empresa-nacional-internacional,Dedicacion-a-Tiempo-Completo,1,No,,,,,,,,,,,,2020,2020,Departamento,55004093,Geografia,,
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,010,Universidad-Complutense-de-Madrid,2020,380,Italia,150,Europa,41.87194,12.56738,039,Europa-meridional,Hombre,1993,Investigador-con-cargo-a-proyectos-de-investigacion-Art-83-y-a-grupos-de-investigacion,Otro-investigador-predoctoral-ya-sea-en-formacion-o-en-contratacion,Administracion-Autonomica,Dedicacion-a-Tiempo-Completo,0,No,,,,,,,,,,,,2020,2020,Departamento,55000572,Fisica-de-los-Materiales,,
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,010,Universidad-Complutense-de-Madrid,2020,724,Espania,150,Europa,40.463667,-3.74922,039,Europa-meridional,Mujer,1983,Personal-tecnico-de-apoyo-a-la-investigacion,Personal-tecnico-de-apoyo,Universidad,Dedicacion-a-Tiempo-Completo,12,Uno,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,010,Universidad-Complutense-de-Madrid,2018,2020,2020,Departamento,,,,
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,010,Universidad-Complutense-de-Madrid,2020,724,Espania,150,Europa,40.463667,-3.74922,039,Europa-meridional,Mujer,1994,Investigador-con-cargo-a-proyectos-de-investigacion-Art-83-y-a-grupos-de-investigacion,Otro-investigador-postdoctoral-ya-sea-en-formacion-o-en-contratacion,Organismo-europeo,Dedicacion-a-Tiempo-Completo,10,No,,,,,,,,,,,,2020,2018,Departamento,55004094,Prehistoria-Historia-Antigua-y-Arqueologia,033,Arqueologia
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,010,Universidad-Complutense-de-Madrid,2020,724,Espania,150,Europa,40.463667,-3.74922,039,Europa-meridional,Hombre,1996,Investigador-de-convocatorias-publicas-competitivas-de-ambito-universitario-local-autonomico-estatal-o-internacional,Otro-investigador-predoctoral-ya-sea-en-formacion-o-en-contratacion,Administracion-Autonomica,Dedicacion-a-Tiempo-Completo,48,No,,,,,,,,,,,,2020,2020,Departamento,55000638,Comunicacion-Audiovisual-y-Publicidad-II,105,Comunicacion-Audiovisual-y-Publicidad
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,010,Universidad-Complutense-de-Madrid,2020,724,Espania,150,Europa,40.463667,-3.74922,039,Europa-meridional,Mujer,1985,Investigador-de-convocatorias-publicas-competitivas-de-ambito-universitario-local-autonomico-estatal-o-internacional,Otro-investigador-postdoctoral-ya-sea-en-formacion-o-en-contratacion,Universidad,Dedicacion-a-Tiempo-Completo,3,No,,,,,,,,,,,,2020,2018,Departamento,55004090,Logica-y-Filosofia-Teorica,,
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,010,Universidad-Complutense-de-Madrid,2020,724,Espania,150,Europa,40.463667,-3.74922,039,Europa-meridional,Mujer,1989,Investigador-con-cargo-a-proyectos-de-investigacion-Art-83-y-a-grupos-de-investigacion,Otro-investigador-predoctoral-ya-sea-en-formacion-o-en-contratacion,Administracion-Autonomica,Dedicacion-a-Tiempo-Parcial,6,No,,,,,,,,,,,,2020,2017,Departamento,55000697,Sanidad-Animal,,
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,010,Universidad-Complutense-de-Madrid,2020,724,Espania,150,Europa,40.463667,-3.74922,039,Europa-meridional,Hombre,1984,Investigador-de-convocatorias-publicas-competitivas-de-ambito-universitario-local-autonomico-estatal-o-internacional,Formacion-de-personal-investigador-FPI,Administracion-Central,Dedicacion-a-Tiempo-Completo,48,No,,,,,,,,,,,,2020,2020,Departamento,55004081,Farmacia-y-Tecnologia-Farmaceutica-y-Tecnologia-de-los-Alimentos,,
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,010,Universidad-Complutense-de-Madrid,2020,724,Espania,150,Europa,40.463667,-3.74922,039,Europa-meridional,Mujer,1984,Investigador-de-convocatorias-publicas-competitivas-de-ambito-universitario-local-autonomico-estatal-o-internacional,Formacion-de-personal-investigador-FPI,Administracion-Central,Dedicacion-a-Tiempo-Completo,48,Uno,,,,,,,,,,,,2020,2018,Departamento,55000572,Fisica-de-los-Materiales,,
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,010,Universidad-Complutense-de-Madrid,2020,724,Espania,150,Europa,40.463667,-3.74922,039,Europa-meridional,Mujer,1996,Investigador-con-cargo-a-proyectos-de-investigacion-Art-83-y-a-grupos-de-investigacion,Otro-investigador-predoctoral-ya-sea-en-formacion-o-en-contratacion,Administracion-Central,Dedicacion-a-Tiempo-Completo,12,No,,,,,,,,,,,,2020,2017,Departamento,55004085,Literatura-Espaniola-Literatura-Hispanoamericana-y-Bibliografia-Literaria,330,Filologia-Espaniola
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,010,Universidad-Complutense-de-Madrid,2020,724,Espania,150,Europa,40.463667,-3.74922,039,Europa-meridional,Hombre,1990,Investigador-de-convocatorias-publicas-competitivas-de-ambito-universitario-local-autonomico-estatal-o-internacional,Formacion-de-personal-investigador-FPI,Administracion-Central,Dedicacion-a-Tiempo-Completo,48,Uno,,,,,,,,,,,,2020,2016,Departamento,,,,
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,010,Universidad-Complutense-de-Madrid,2020,724,Espania,150,Europa,40.463667,-3.74922,039,Europa-meridional,Hombre,1985,Investigador-de-convocatorias-publicas-competitivas-de-ambito-universitario-local-autonomico-estatal-o-internacional,Formacion-de-personal-investigador-FPI,Administracion-Central,Dedicacion-a-Tiempo-Completo,48,No,,,,,,,,,,,,2020,2017,Departamento,55004066,Estructura-de-la-Materia-Fisica-Termica-y-Electronica,390,Fisica-Atomica-Molecular-y-Nuclear
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,010,Universidad-Complutense-de-Madrid,2020,724,Espania,150,Europa,40.463667,-3.74922,039,Europa-meridional,Mujer,1992,Investigador-de-convocatorias-publicas-competitivas-de-ambito-universitario-local-autonomico-estatal-o-internacional,Formacion-de-profesorado-universitario-FPU,Administracion-Central,Dedicacion-a-Tiempo-Completo,48,No,,,,,,,,,,,,2020,2018,Departamento,55004066,Estructura-de-la-Materia-Fisica-Termica-y-Electronica,,
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,010,Universidad-Complutense-de-Madrid,2020,724,Espania,150,Europa,40.463667,-3.74922,039,Europa-meridional,Mujer,1996,Investigador-con-cargo-a-proyectos-de-investigacion-Art-83-y-a-grupos-de-investigacion,Otro-investigador-postdoctoral-ya-sea-en-formacion-o-en-contratacion,Organismo-europeo,Dedicacion-a-Tiempo-Completo,12,No,,,,,,,,,,,,2020,2020,Departamento,55004078,Quimica-en-Ciencias-Farmaceuticas,,
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,010,Universidad-Complutense-de-Madrid,2020,724,Espania,150,Europa,40.463667,-3.74922,039,Europa-meridional,Hombre,1988,Investigador-de-convocatorias-publicas-competitivas-de-ambito-universitario-local-autonomico-estatal-o-internacional,Otro-investigador-predoctoral-ya-sea-en-formacion-o-en-contratacion,Universidad,Dedicacion-a-Tiempo-Completo,48,No,,,,,,,,,,,,2020,2016,Departamento,55004097,Geodinamica-Estratigrafia-y-Paleontologia,655,Paleontologia
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,010,Universidad-Complutense-de-Madrid,2020,724,Espania,150,Europa,40.463667,-3.74922,039,Europa-meridional,Hombre,1995,Personal-tecnico-de-apoyo-a-la-investigacion,Personal-tecnico-de-apoyo,Universidad,Dedicacion-a-Tiempo-Completo,12,No,,,,,,,,,,,,2020,2018,Otro-tipo-de-unidad,,,,
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,010,Universidad-Complutense-de-Madrid,2020,724,Espania,150,Europa,40.463667,-3.74922,039,Europa-meridional,Hombre,1987,Investigador-con-cargo-a-proyectos-de-investigacion-Art-83-y-a-grupos-de-investigacion,Otro-investigador-predoctoral-ya-sea-en-formacion-o-en-contratacion,Administracion-Autonomica,Dedicacion-a-Tiempo-Completo,5,No,,,,,,,,,,,,2020,2018,Departamento,55000572,Fisica-de-los-Materiales,,
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,010,Universidad-Complutense-de-Madrid,2020,380,Italia,150,Europa,41.87194,12.56738,039,Europa-meridional,Hombre,1977,Personal-tecnico-de-apoyo-a-la-investigacion,Personal-tecnico-de-apoyo,Universidad,Dedicacion-a-Tiempo-Completo,2,Uno,,,,,,,,,,,,2020,2019,Departamento,,,,
LOS-DATOS-DE-ESTA-FILA-NO-CORRESPONDEN-A-UN-SOLO-INDIVIDUO-PARA-INTERPRETAR-CORRECTAMENTE-CONSULTE-https:--www.universidata.es-anonimizacion,010,Universidad-Complutense-de-Madrid,2020,724,Espania,150,Europa,40.463667,-3.74922,039,Europa-meridional,Mujer,1994,Investigador-con-cargo-a-proyectos-de-investigacion-Art-83-y-a-grupos-de-investigacion,Otro-investigador-predoctoral-ya-sea-en-formacion-o-en-contratacion,Administracion-Central,Dedicacion-a-Tiempo-Parcial,9,Uno,724,Espania,40.463667,-3.74922,150,Europa,039,Europa-meridional,010,Universidad-Complutense-de-Madrid,2019,2020,2020,Departamento,55004078,Quimica-en-Ciencias-Farmaceuticas,,
